Sales Person,Country,Product,Date,Clean Amount,Boxes Shipped,Performance,Market,Look Up Test
Roddy Speechley,India,After Nines,6/22/2024,3015.47,115,High,Other,6354.053095
Camilla Castle,Australia,Caramel Stuffed Bars,5/2/2024,3538.27,16,High,Other,6354.053095
Curtice Advani,Australia,99% Dark & Pure,1/7/2024,5196.97,87,High,Other,6354.053095
Mallorie Waber,UK,50% Dark Bites,2/21/2024,6654.14,102,High,Other,6376.57936
Ches Bonnell,Canada,Baker's Choco Chips,3/21/2024,8639.19,402,High,Other,6386.092339
Van Tuxwell,UK,Drinking Coco,4/4/2024,6397.05,136,High,Other,6386.092339
Gunar Cockshoot,Canada,Fruit & Nut Bars,3/24/2024,14596.37,196,High,Other,6386.092339
Gunar Cockshoot,New Zealand,Spicy Special Slims,6/28/2024,7712.91,192,High,Other,6386.092339
Gunar Cockshoot,Australia,Drinking Coco,1/14/2024,2456.77,188,High,Other,6386.092339
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2/7/2024,1435.27,138,High,Other,6386.092339
Dennison Crosswaite,New Zealand,Drinking Coco,1/11/2024,4324.48,202,High,Other,6418.038049
Jehu Rudeforth,India,99% Dark & Pure,2/25/2024,2207.76,247,High,Other,6418.038049
Dotty Strutley,Australia,Mint Chip Choco,8/1/2024,7571.51,26,High,Other,6418.038049
Roddy Speechley,Australia,Mint Chip Choco,5/5/2024,7189.76,262,High,Other,6418.038049
Madelene Upcott,New Zealand,Raspberry Choco,5/18/2024,10858.21,451,High,Other,6408.583361
Dotty Strutley,New Zealand,Choco Coated Almonds,1/4/2024,6524.65,369,High,Other,6402.127355
Roddy Speechley,New Zealand,50% Dark Bites,5/9/2024,4624.45,212,High,Other,6402.127355
Rafaelita Blaksland,India,Smooth Sliky Salty,5/6/2024,1961.82,80,High,Other,6402.127355
Husein Augar,UK,White Choc,1/13/2024,12782.63,158,High,Other,6402.127355
Roddy Speechley,Australia,Almond Choco,6/24/2024,4928.30,71,High,Other,6402.127355
Van Tuxwell,USA,Caramel Stuffed Bars,2/14/2024,1115.84,22,High,Other,6402.127355
Camilla Castle,Australia,99% Dark & Pure,1/18/2024,5346.62,109,High,Other,6414.40925
Kaine Padly,India,Milk Bars,5/2/2024,3168.11,93,High,Other,6414.40925
Ches Bonnell,Australia,Smooth Sliky Salty,5/16/2024,9007.92,52,High,Other,6423.382269
Mallorie Waber,USA,Almond Choco,1/28/2024,7400.07,383,High,Other,6423.382269
Kaine Padly,Canada,99% Dark & Pure,6/24/2024,1420.22,422,High,Other,6401.479407
Oby Sorrel,UK,After Nines,7/18/2024,2555.95,109,High,Other,6401.479407
Gunar Cockshoot,UK,Eclairs,4/13/2024,4059.65,175,High,Other,6401.479407
Dotty Strutley,USA,Caramel Stuffed Bars,4/15/2024,18581.37,83,High,Other,6401.479407
Jan Morforth,India,Peanut Butter Cubes,1/4/2024,8813.58,182,High,Other,6401.479407
Husein Augar,Australia,Eclairs,7/4/2024,7914.74,31,High,Other,6401.479407
Beverie Moffet,USA,Smooth Sliky Salty,3/24/2024,2787.72,342,High,Other,6401.479407
Camilla Castle,Australia,Manuka Honey Choco,3/17/2024,681.71,170,Medium,Other,6388.545556
Oby Sorrel,Australia,Almond Choco,2/15/2024,6827.53,241,High,Other,6388.545556
Jan Morforth,USA,Orange Choco,6/29/2024,1082.00,158,High,Other,6437.742414
Gigi Bohling,USA,Fruit & Nut Bars,5/24/2024,2966.98,121,High,Other,6434.352957
Mallorie Waber,UK,Milk Bars,1/10/2024,3951.74,287,High,Other,6434.352957
Curtice Advani,USA,Raspberry Choco,3/15/2024,3151.23,144,High,Other,6434.352957
Marney O'Breen,Canada,Milk Bars,2/8/2024,2672.67,317,High,Other,6434.352957
Brien Boise,India,Caramel Stuffed Bars,2/25/2024,1742.37,106,High,Other,6434.352957
Gunar Cockshoot,USA,Eclairs,5/3/2024,7301.31,42,High,Other,6434.352957
Roddy Speechley,USA,Fruit & Nut Bars,6/14/2024,6322.14,26,High,Other,6434.352957
Gunar Cockshoot,India,50% Dark Bites,8/9/2024,13731.44,82,High,Other,6434.352957
Wilone O'Kielt,New Zealand,Manuka Honey Choco,7/11/2024,4051.88,253,High,Other,6434.352957
Kaine Padly,UK,Manuka Honey Choco,1/14/2024,8474.69,115,High,Other,6434.352957
Van Tuxwell,Canada,Manuka Honey Choco,2/24/2024,9426.56,49,High,Other,6434.352957
Wilone O'Kielt,New Zealand,Almond Choco,3/15/2024,9770.28,154,High,Other,6434.352957
Oby Sorrel,New Zealand,Baker's Choco Chips,4/25/2024,14234.61,45,High,Other,6434.352957
Dennison Crosswaite,Australia,Organic Choco Syrup,5/10/2024,6885.01,40,High,Other,6434.352957
Marney O'Breen,Australia,Spicy Special Slims,6/23/2024,14687.62,293,High,Other,6434.352957
Beverie Moffet,Canada,Smooth Sliky Salty,2/28/2024,16585.43,388,High,Other,6430.399825
Brien Boise,USA,Organic Choco Syrup,5/25/2024,17415.67,148,High,Other,6357.32708
Roddy Speechley,New Zealand,Baker's Choco Chips,2/22/2024,5954.47,236,High,Other,6357.32708
Van Tuxwell,UK,85% Dark Bars,7/11/2024,4179.91,140,High,Other,6357.32708
Marney O'Breen,Canada,Spicy Special Slims,1/3/2024,3939.95,365,High,Other,6357.32708
Rafaelita Blaksland,New Zealand,70% Dark Bites,8/24/2024,791.19,280,Medium,Other,6357.32708
Beverie Moffet,USA,50% Dark Bites,7/28/2024,2941.65,360,High,Other,6357.32708
Brien Boise,USA,Mint Chip Choco,5/25/2024,12476.68,162,High,Other,6357.32708
Karlen McCaffrey,New Zealand,Eclairs,5/6/2024,2817.14,191,High,Other,6357.32708
Barr Faughny,India,Drinking Coco,1/28/2024,2411.52,144,High,Other,6357.32708
Marney O'Breen,UK,Orange Choco,6/6/2024,13072.74,11,High,Other,6357.32708
Brien Boise,New Zealand,Baker's Choco Chips,7/12/2024,6790.41,26,High,Other,6357.32708
Ches Bonnell,Canada,Spicy Special Slims,8/5/2024,6092.47,201,High,Other,6357.32708
Brien Boise,USA,Orange Choco,1/28/2024,7185.50,152,High,Other,6357.32708
Kaine Padly,India,Spicy Special Slims,8/31/2024,6170.80,138,High,Other,6357.32708
Mallorie Waber,USA,50% Dark Bites,4/19/2024,1945.05,14,High,Other,6357.32708
Mallorie Waber,UK,Mint Chip Choco,6/29/2024,6767.42,2,High,Other,6357.32708
Beverie Moffet,India,Choco Coated Almonds,2/24/2024,3911.69,254,High,Other,6357.32708
Madelene Upcott,UK,Smooth Sliky Salty,3/4/2024,16733.76,88,High,Other,6357.32708
Gigi Bohling,India,Eclairs,6/21/2024,3916.92,74,High,Other,6357.32708
Rafaelita Blaksland,Australia,Organic Choco Syrup,1/26/2024,1082.69,106,High,Other,6357.32708
Oby Sorrel,New Zealand,White Choc,6/10/2024,4822.33,42,High,Other,6357.32708
Andria Kimpton,UK,Drinking Coco,5/23/2024,1827.45,66,High,Other,6404.422054
Kelci Walkden,India,Milk Bars,4/15/2024,1142.41,111,High,Other,6404.422054
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,1/31/2024,6290.89,232,High,Other,6404.422054
Andria Kimpton,New Zealand,Organic Choco Syrup,3/4/2024,5616.01,43,High,Other,6404.422054
Barr Faughny,New Zealand,After Nines,4/19/2024,11250.69,91,High,Other,6404.422054
Beverie Moffet,UK,Almond Choco,5/16/2024,2799.42,104,High,Other,6404.422054
Oby Sorrel,Australia,Raspberry Choco,2/17/2024,1157.88,114,High,Other,6404.422054
Dennison Crosswaite,USA,Raspberry Choco,1/18/2024,7049.32,273,High,Other,6404.422054
Roddy Speechley,Canada,Orange Choco,2/9/2024,9460.50,84,High,Other,6451.688198
Mallorie Waber,Canada,Orange Choco,3/23/2024,4173.73,175,High,Other,6451.688198
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2/1/2024,4005.08,150,High,Other,6451.688198
Mallorie Waber,India,Drinking Coco,3/7/2024,4650.58,143,High,Other,6451.688198
Ches Bonnell,UK,White Choc,1/3/2024,3814.56,220,High,Other,6451.688198
Ches Bonnell,USA,White Choc,2/11/2024,6321.35,325,High,Other,6451.688198
Dennison Crosswaite,New Zealand,Orange Choco,3/16/2024,5245.53,144,High,Other,6451.688198
Dotty Strutley,India,White Choc,8/15/2024,12998.67,317,High,Other,6451.688198
Gigi Bohling,India,Manuka Honey Choco,5/12/2024,5932.12,79,High,Other,6451.688198
Van Tuxwell,India,Spicy Special Slims,4/11/2024,6811.55,4,High,Other,6451.688198
Jan Morforth,New Zealand,Mint Chip Choco,6/30/2024,21381.14,311,High,Other,6451.688198
Dotty Strutley,New Zealand,White Choc,6/15/2024,8423.36,63,High,Other,6451.688198
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,8/1/2024,7951.43,109,High,Other,6451.688198
Kaine Padly,USA,Milk Bars,6/15/2024,18389.10,62,High,Other,6451.688198
Brien Boise,India,After Nines,6/16/2024,6555.46,45,High,Other,6451.688198
Oby Sorrel,New Zealand,Raspberry Choco,5/13/2024,5129.71,270,High,Other,6451.688198
Dennison Crosswaite,USA,Drinking Coco,5/10/2024,2399.02,149,High,Other,6451.688198
Oby Sorrel,India,Eclairs,8/25/2024,6096.53,344,High,Other,6451.688198
Ches Bonnell,New Zealand,Organic Choco Syrup,7/15/2024,8134.67,83,High,Other,6451.688198
Gigi Bohling,UK,Baker's Choco Chips,5/16/2024,9969.65,449,High,Other,6451.688198
Jan Morforth,Australia,50% Dark Bites,6/14/2024,3894.16,173,High,Other,6451.688198
Beverie Moffet,Australia,Smooth Sliky Salty,1/25/2024,11533.35,491,High,Other,6451.688198
Ches Bonnell,USA,Organic Choco Syrup,7/28/2024,8754.31,14,High,Other,6474.938455
Brien Boise,Canada,Mint Chip Choco,1/28/2024,5475.65,194,High,Other,6428.531009
Kaine Padly,UK,Orange Choco,6/29/2024,2252.94,196,High,Other,6428.531009
Karlen McCaffrey,Australia,70% Dark Bites,6/24/2024,278.78,332,Low,Other,6428.531009
Gunar Cockshoot,Canada,Mint Chip Choco,7/1/2024,8936.91,442,High,Other,6428.531009
Roddy Speechley,USA,Peanut Butter Cubes,2/25/2024,2010.22,144,High,Other,6485.473148
Curtice Advani,Canada,Smooth Sliky Salty,8/1/2024,2901.91,12,High,Other,6485.473148
Oby Sorrel,Australia,Milk Bars,6/21/2024,9231.31,278,High,Other,6485.473148
Camilla Castle,New Zealand,Spicy Special Slims,1/25/2024,12744.67,26,High,Other,6485.473148
Gigi Bohling,UK,Milk Bars,5/17/2024,1436.97,248,High,Other,6459.811121
Andria Kimpton,Australia,85% Dark Bars,8/23/2024,4900.32,254,High,Other,6459.811121
Camilla Castle,Australia,Smooth Sliky Salty,3/3/2024,8263.11,129,High,Other,6459.811121
Roddy Speechley,India,Caramel Stuffed Bars,5/30/2024,10139.68,552,High,Other,6474.523302
Karlen McCaffrey,USA,Drinking Coco,6/29/2024,132.68,243,Low,Other,6457.489143
Andria Kimpton,Canada,Organic Choco Syrup,1/4/2024,9479.63,217,High,Other,6457.489143
Jehu Rudeforth,Australia,Drinking Coco,1/14/2024,3114.84,65,High,Other,6457.489143
Karlen McCaffrey,USA,Mint Chip Choco,2/15/2024,17866.48,58,High,Other,6457.489143
Curtice Advani,New Zealand,Spicy Special Slims,1/10/2024,4651.03,494,High,Other,6489.63
Madelene Upcott,USA,White Choc,5/4/2024,14360.42,218,High,Other,6489.63
Andria Kimpton,USA,Spicy Special Slims,5/23/2024,2595.52,5,High,Other,6489.63
Barr Faughny,New Zealand,Fruit & Nut Bars,4/26/2024,1853.03,153,High,Other,6489.63
Oby Sorrel,Canada,Organic Choco Syrup,7/5/2024,1392.99,70,High,Other,6489.63
Madelene Upcott,UK,Organic Choco Syrup,7/21/2024,7943.17,174,High,Other,6489.63
Dotty Strutley,USA,Mint Chip Choco,2/21/2024,5552.79,272,High,Other,6489.63
Kelci Walkden,USA,Orange Choco,2/3/2024,1539.14,143,High,Other,6489.63
Gigi Bohling,Australia,Caramel Stuffed Bars,7/8/2024,9117.77,154,High,Other,6489.63
Mallorie Waber,India,50% Dark Bites,5/31/2024,631.02,140,Medium,Other,6489.63
Van Tuxwell,New Zealand,Mint Chip Choco,6/27/2024,4486.37,104,High,Other,6464.114078
Van Tuxwell,India,50% Dark Bites,5/13/2024,5591.29,132,High,Other,6464.114078
Van Tuxwell,USA,Manuka Honey Choco,5/31/2024,2662.54,102,High,Other,6464.114078
Wilone O'Kielt,USA,Orange Choco,2/28/2024,7481.93,38,High,Other,6464.114078
Barr Faughny,New Zealand,Eclairs,3/28/2024,7418.41,31,High,Other,6464.114078
Gigi Bohling,USA,After Nines,1/14/2024,1969.06,235,High,Other,6464.114078
Barr Faughny,New Zealand,Mint Chip Choco,2/21/2024,7197.75,159,High,Other,6464.114078
Dennison Crosswaite,Canada,85% Dark Bars,8/1/2024,11719.06,87,High,Other,6464.114078
Beverie Moffet,New Zealand,Smooth Sliky Salty,5/19/2024,2755.14,63,High,Other,6464.114078
Husein Augar,USA,White Choc,7/13/2024,2438.56,61,High,Other,6464.114078
Andria Kimpton,Australia,Peanut Butter Cubes,4/20/2024,7661.86,144,High,Other,6464.114078
Dennison Crosswaite,India,85% Dark Bars,6/30/2024,4886.15,23,High,Other,6464.114078
Curtice Advani,UK,50% Dark Bites,3/8/2024,3572.26,156,High,Other,6452.371471
Gunar Cockshoot,USA,Fruit & Nut Bars,3/9/2024,6937.75,94,High,Other,6452.371471
Oby Sorrel,Canada,Raspberry Choco,6/16/2024,1941.25,221,High,Other,6452.371471
Gigi Bohling,UK,Drinking Coco,6/30/2024,6173.15,46,High,Other,6452.371471
Kelci Walkden,India,Mint Chip Choco,7/28/2024,3105.45,116,High,Other,6452.371471
Karlen McCaffrey,Canada,Peanut Butter Cubes,8/12/2024,3691.60,154,High,Other,6452.371471
Barr Faughny,UK,Mint Chip Choco,7/7/2024,3950.65,324,High,Other,6452.371471
Barr Faughny,USA,85% Dark Bars,8/25/2024,13497.17,49,High,Other,6452.371471
Husein Augar,Canada,Eclairs,1/17/2024,4389.23,241,High,Other,6452.371471
Jan Morforth,Australia,70% Dark Bites,3/4/2024,6310.98,366,High,Other,6452.371471
Marney O'Breen,New Zealand,Fruit & Nut Bars,8/25/2024,9693.37,4,High,Other,6452.371471
Ches Bonnell,UK,Peanut Butter Cubes,4/15/2024,2348.20,266,High,Other,6453.771386
Kaine Padly,USA,Organic Choco Syrup,3/11/2024,2518.50,24,High,Other,6453.771386
Camilla Castle,USA,Raspberry Choco,5/20/2024,3516.72,17,High,Other,6453.771386
Brien Boise,New Zealand,Manuka Honey Choco,6/14/2024,16807.37,44,High,Other,6453.771386
Jehu Rudeforth,New Zealand,After Nines,4/14/2024,1736.59,70,High,Other,6453.771386
Jehu Rudeforth,USA,Smooth Sliky Salty,7/7/2024,7900.11,168,High,Other,6453.771386
Madelene Upcott,India,Mint Chip Choco,8/24/2024,4016.89,71,High,Other,6453.771386
Jehu Rudeforth,India,Eclairs,2/24/2024,9642.62,140,High,Other,6453.771386
Karlen McCaffrey,Canada,Raspberry Choco,5/9/2024,773.70,217,Medium,Other,6453.771386
Kaine Padly,Australia,70% Dark Bites,2/8/2024,7852.03,240,High,Other,6453.771386
Roddy Speechley,UK,70% Dark Bites,3/24/2024,1649.57,293,High,Other,6453.771386
Rafaelita Blaksland,USA,Drinking Coco,6/20/2024,9333.45,78,High,Other,6439.7888
Mallorie Waber,Canada,Manuka Honey Choco,3/7/2024,1540.11,117,High,Other,6439.7888
Kaine Padly,Australia,Fruit & Nut Bars,6/20/2024,7840.94,82,High,Other,6439.7888
Oby Sorrel,New Zealand,Organic Choco Syrup,2/17/2024,17102.97,267,High,Other,6439.7888
Madelene Upcott,UK,99% Dark & Pure,1/26/2024,11496.42,49,High,Other,6425.635758
Madelene Upcott,Australia,Mint Chip Choco,5/2/2024,3072.89,166,High,Other,6425.635758
Curtice Advani,Canada,99% Dark & Pure,7/7/2024,14990.79,7,High,Other,6425.635758
Rafaelita Blaksland,Australia,Baker's Choco Chips,8/22/2024,3170.18,49,High,Other,6459.847449
Karlen McCaffrey,Australia,After Nines,8/11/2024,2528.14,67,High,Other,6459.847449
Marney O'Breen,UK,99% Dark & Pure,1/13/2024,8551.60,208,High,Other,6493.761546
Gunar Cockshoot,Australia,50% Dark Bites,3/2/2024,13072.95,119,High,Other,6535.070104
Marney O'Breen,Australia,Choco Coated Almonds,7/27/2024,11987.26,41,High,Other,6535.070104
Kelci Walkden,New Zealand,Drinking Coco,3/10/2024,18385.44,116,High,Other,6466.250316
Beverie Moffet,USA,85% Dark Bars,8/23/2024,14028.40,344,High,Other,6407.51617
Roddy Speechley,USA,Eclairs,4/25/2024,4812.71,169,High,Other,6407.51617
Dennison Crosswaite,UK,Milk Bars,3/7/2024,11963.91,446,High,Other,6407.51617
Wilone O'Kielt,UK,Organic Choco Syrup,7/12/2024,5574.83,52,High,Other,6407.51617
Madelene Upcott,USA,Orange Choco,5/16/2024,9205.15,144,High,Other,6407.51617
Gunar Cockshoot,India,Smooth Sliky Salty,3/2/2024,4133.74,69,High,Other,6407.51617
Marney O'Breen,New Zealand,85% Dark Bars,5/30/2024,1312.23,164,High,Other,6407.51617
Marney O'Breen,UK,Manuka Honey Choco,6/10/2024,11735.75,185,High,Other,6407.51617
Brien Boise,USA,99% Dark & Pure,7/25/2024,7650.76,358,High,Other,6407.51617
Beverie Moffet,New Zealand,Mint Chip Choco,6/9/2024,4994.93,98,High,Other,6407.51617
Dennison Crosswaite,USA,Milk Bars,5/12/2024,890.78,62,High,Other,6407.51617
Gunar Cockshoot,USA,Drinking Coco,5/9/2024,4142.16,5,High,Other,6407.51617
Brien Boise,Canada,Manuka Honey Choco,8/9/2024,7308.24,178,High,Other,6407.51617
Van Tuxwell,India,Choco Coated Almonds,4/13/2024,6833.86,115,High,Other,6407.51617
Andria Kimpton,USA,Caramel Stuffed Bars,5/2/2024,8878.27,47,High,Other,6407.51617
Dotty Strutley,USA,99% Dark & Pure,8/9/2024,4134.93,307,High,Other,6407.51617
Camilla Castle,Australia,Raspberry Choco,8/23/2024,6641.89,188,High,Other,6407.51617
Gunar Cockshoot,India,Spicy Special Slims,5/13/2024,7117.30,174,High,Other,6407.51617
Karlen McCaffrey,USA,Manuka Honey Choco,2/1/2024,11815.59,68,High,Other,6404.996022
Camilla Castle,USA,50% Dark Bites,6/23/2024,6962.79,303,High,Other,6404.996022
Madelene Upcott,UK,Choco Coated Almonds,5/24/2024,11786.42,147,High,Other,6404.996022
Jan Morforth,Canada,Mint Chip Choco,4/1/2024,1200.19,224,High,Other,6404.996022
Camilla Castle,Canada,70% Dark Bites,7/27/2024,10791.08,166,High,Other,6404.996022
Ches Bonnell,India,Peanut Butter Cubes,1/27/2024,26170.95,224,High,Other,6404.996022
Jan Morforth,India,Choco Coated Almonds,8/12/2024,2987.81,136,High,Other,6404.996022
Gigi Bohling,Canada,Almond Choco,2/1/2024,11705.99,47,High,Other,6404.996022
Rafaelita Blaksland,India,After Nines,3/2/2024,5256.03,201,High,Other,6404.996022
Kelci Walkden,Australia,99% Dark & Pure,6/30/2024,3794.10,36,High,Other,6404.996022
Dotty Strutley,Australia,Spicy Special Slims,1/17/2024,9655.30,97,High,Other,6404.996022
Brien Boise,USA,Milk Bars,7/7/2024,16001.54,133,High,Other,6433.375326
Mallorie Waber,New Zealand,Mint Chip Choco,1/31/2024,1386.10,104,High,Other,6397.96956
Beverie Moffet,UK,99% Dark & Pure,8/10/2024,3821.76,122,High,Other,6397.96956
Beverie Moffet,USA,Peanut Butter Cubes,8/18/2024,15722.43,351,High,Other,6397.96956
Brien Boise,New Zealand,White Choc,6/15/2024,6287.25,340,High,Other,6397.96956
Marney O'Breen,USA,Baker's Choco Chips,1/26/2024,9831.97,9,High,Other,6397.96956
Kelci Walkden,USA,Spicy Special Slims,4/29/2024,90.36,73,Low,Other,6397.96956
Mallorie Waber,Canada,White Choc,3/3/2024,3799.50,71,High,Other,6397.96956
Kaine Padly,Australia,Almond Choco,2/22/2024,4674.20,422,High,Other,6397.96956
Oby Sorrel,USA,Smooth Sliky Salty,3/4/2024,4011.83,169,High,Other,6397.96956
Dennison Crosswaite,India,Smooth Sliky Salty,7/7/2024,3429.85,9,High,Other,6417.122556
Camilla Castle,New Zealand,Caramel Stuffed Bars,6/17/2024,4920.68,380,High,Other,6417.122556
Jan Morforth,Canada,Caramel Stuffed Bars,8/2/2024,10049.72,118,High,Other,6417.122556
Oby Sorrel,USA,Baker's Choco Chips,8/12/2024,8485.10,120,High,Other,6417.122556
Madelene Upcott,New Zealand,Peanut Butter Cubes,1/28/2024,6030.31,351,High,Other,6417.122556
Kelci Walkden,Australia,Orange Choco,4/29/2024,13331.77,443,High,Other,6417.122556
Marney O'Breen,Australia,Manuka Honey Choco,4/5/2024,15245.95,233,High,Other,6417.122556
Kaine Padly,Canada,Manuka Honey Choco,1/18/2024,11618.55,133,High,Other,6339.429888
Jehu Rudeforth,UK,Baker's Choco Chips,5/16/2024,2629.59,98,High,Other,6238.219432
Kelci Walkden,Australia,White Choc,8/24/2024,10089.49,168,High,Other,6238.219432
Curtice Advani,India,85% Dark Bars,1/18/2024,308.24,402,Low,Other,6238.219432
Kaine Padly,USA,Eclairs,8/22/2024,7978.76,10,High,Other,6193.951954
Gunar Cockshoot,UK,99% Dark & Pure,3/7/2024,8.16,84,Low,Other,6193.951954
Beverie Moffet,UK,Choco Coated Almonds,3/4/2024,3303.13,73,High,Other,6193.951954
Dotty Strutley,Canada,Manuka Honey Choco,4/22/2024,13959.74,113,High,Other,6193.951954
Kaine Padly,Australia,Milk Bars,6/9/2024,4251.42,91,High,Other,6193.951954
Jan Morforth,Canada,Fruit & Nut Bars,7/25/2024,9885.53,217,High,Other,6193.951954
Jan Morforth,India,Smooth Sliky Salty,8/3/2024,12864.47,93,High,Other,6216.539535
Rafaelita Blaksland,Australia,Manuka Honey Choco,8/3/2024,5245.60,144,High,Other,6216.539535
Jehu Rudeforth,UK,Milk Bars,5/3/2024,14345.50,219,High,Other,6216.539535
Husein Augar,Canada,After Nines,1/19/2024,11462.19,288,High,Other,6227.962353
Roddy Speechley,USA,50% Dark Bites,2/11/2024,11667.94,306,High,Other,6227.962353
Van Tuxwell,India,Almond Choco,6/14/2024,7455.17,383,High,Other,6227.962353
Kelci Walkden,USA,50% Dark Bites,3/23/2024,7203.64,234,High,Other,6227.962353
Madelene Upcott,Canada,85% Dark Bars,2/17/2024,8081.58,105,High,Other,6227.962353
Dennison Crosswaite,Canada,Smooth Sliky Salty,3/17/2024,2055.40,485,High,Other,6227.962353
Mallorie Waber,Australia,Spicy Special Slims,6/29/2024,6476.09,304,High,Top Local,6227.962353
Ches Bonnell,Canada,Choco Coated Almonds,8/24/2024,17490.08,289,High,Other,6227.962353
Gigi Bohling,Canada,Spicy Special Slims,7/4/2024,13644.00,281,High,Other,6225.008452
Roddy Speechley,New Zealand,Almond Choco,3/28/2024,2930.46,70,High,Other,6225.008452
Curtice Advani,India,Smooth Sliky Salty,4/19/2024,22717.09,143,High,Other,6225.008452
Ches Bonnell,New Zealand,Mint Chip Choco,1/18/2024,9471.72,248,High,Other,6225.008452
Van Tuxwell,New Zealand,Fruit & Nut Bars,1/17/2024,3400.47,92,High,Other,6225.008452
Andria Kimpton,New Zealand,Mint Chip Choco,2/15/2024,10696.21,201,High,Other,6225.008452
Andria Kimpton,UK,Milk Bars,2/11/2024,17101.67,307,High,Other,6225.008452
Camilla Castle,USA,Manuka Honey Choco,3/21/2024,18936.88,180,High,Other,6225.008452
Gunar Cockshoot,New Zealand,Almond Choco,1/5/2024,6015.37,136,High,Other,6225.008452
Brien Boise,India,Raspberry Choco,5/30/2024,7623.58,162,High,Other,6225.008452
Jehu Rudeforth,USA,99% Dark & Pure,1/4/2024,2996.83,227,High,Other,6225.008452
Beverie Moffet,Australia,Fruit & Nut Bars,4/22/2024,1718.97,260,High,Other,6225.008452
Gigi Bohling,Canada,Milk Bars,2/10/2024,3523.33,114,High,Other,6225.008452
Dotty Strutley,India,Spicy Special Slims,8/12/2024,1092.36,209,High,Other,6279.298072
Gunar Cockshoot,USA,Organic Choco Syrup,8/10/2024,2495.71,310,High,Other,6279.298072
Kelci Walkden,Australia,Raspberry Choco,6/7/2024,813.41,58,High,Other,6279.298072
Jehu Rudeforth,India,Baker's Choco Chips,6/6/2024,2489.06,81,High,Other,6279.298072
Karlen McCaffrey,New Zealand,Baker's Choco Chips,4/5/2024,5701.35,201,High,Other,6345.955244
Wilone O'Kielt,USA,50% Dark Bites,4/18/2024,5084.32,126,High,Other,6345.955244
Andria Kimpton,India,50% Dark Bites,1/31/2024,15789.48,16,High,Other,6345.955244
Madelene Upcott,USA,Baker's Choco Chips,8/22/2024,6541.75,141,High,Other,6345.955244
Jehu Rudeforth,Australia,99% Dark & Pure,2/25/2024,11409.11,217,High,Other,6345.955244
Jan Morforth,Australia,Mint Chip Choco,2/22/2024,19258.41,99,High,Other,6345.955244
Oby Sorrel,New Zealand,Milk Bars,1/12/2024,5074.86,201,High,Other,6283.44716
Brien Boise,UK,Almond Choco,5/25/2024,115.90,120,Low,Other,6121.260125
Kelci Walkden,India,Smooth Sliky Salty,2/1/2024,2797.19,9,High,Other,6121.260125
Rafaelita Blaksland,UK,Eclairs,4/27/2024,1608.04,75,High,Other,6121.260125
Gigi Bohling,USA,Smooth Sliky Salty,7/22/2024,2960.99,133,High,Other,6121.260125
Curtice Advani,New Zealand,Mint Chip Choco,1/26/2024,3703.51,260,High,Other,6121.260125
Curtice Advani,USA,Mint Chip Choco,8/24/2024,5679.57,285,High,Other,6121.260125
Madelene Upcott,New Zealand,Fruit & Nut Bars,1/18/2024,6764.17,20,High,Other,6121.260125
Karlen McCaffrey,India,85% Dark Bars,3/30/2024,1108.85,87,High,Other,6121.260125
Ches Bonnell,Australia,Caramel Stuffed Bars,1/17/2024,9477.32,160,High,Other,6121.260125
Kelci Walkden,USA,Fruit & Nut Bars,2/17/2024,5301.93,155,High,Other,6121.260125
Kelci Walkden,Canada,Peanut Butter Cubes,4/8/2024,8041.25,43,High,Other,6078.778354
Gigi Bohling,Canada,Drinking Coco,7/6/2024,3716.17,89,High,Other,6078.778354
Husein Augar,India,Fruit & Nut Bars,4/4/2024,4591.77,222,High,Other,6078.778354
Jan Morforth,New Zealand,Organic Choco Syrup,3/2/2024,1928.33,217,High,Other,6078.778354
Gigi Bohling,New Zealand,Raspberry Choco,8/9/2024,1225.12,186,High,Other,6078.778354
Dennison Crosswaite,Australia,Milk Bars,6/9/2024,11326.55,296,High,Other,6078.778354
Ches Bonnell,UK,Caramel Stuffed Bars,6/2/2024,3063.08,301,High,Other,6078.778354
Van Tuxwell,USA,Fruit & Nut Bars,7/5/2024,7093.33,233,High,Other,6011.499231
Andria Kimpton,Canada,Eclairs,8/11/2024,337.37,120,Low,Other,6011.499231
Madelene Upcott,India,Choco Coated Almonds,2/11/2024,3764.59,158,High,Other,6011.499231
Kelci Walkden,New Zealand,Spicy Special Slims,8/11/2024,695.32,68,Medium,Other,6011.499231
Roddy Speechley,Australia,Drinking Coco,5/12/2024,14609.99,111,High,Other,6011.499231
Wilone O'Kielt,USA,Milk Bars,7/15/2024,5298.68,96,High,Other,6011.499231
Andria Kimpton,India,Organic Choco Syrup,1/18/2024,4552.30,132,High,Other,5899.830519
Madelene Upcott,UK,Fruit & Nut Bars,1/5/2024,9099.26,199,High,Other,5899.830519
Curtice Advani,Australia,50% Dark Bites,6/29/2024,603.97,239,Medium,Other,5899.830519
Brien Boise,Canada,Raspberry Choco,6/14/2024,3172.23,46,High,Other,5899.830519
Gunar Cockshoot,India,Mint Chip Choco,8/8/2024,4737.32,74,High,Other,5969.512895
